score_recomendacao,score_modelo,cosine,jaccard_texto,y,mesma_ict,mesma_area_lexica,mesmo_topico,dist_ano,patente_NO_PEDIDO,patente_ano,patente_depositante,patente_titulo,patente_ipc,patente_area_lexica,software_NO_PEDIDO,software_ano,software_depositante,software_titulo,software_tipo_programa,software_area_lexica
0.5134873206205302,0.36992237254804516,0.42447332349573696,0.09090909090909091,0,0,1,1,7.0,PI0501389   ,2005,UNIVERSIDADE DE SÃO PAULO - USP,APARELHO ELETROMAGNÉTICO DE POSICIONAMENTO LINEAR COM DINAMOMETRIA E RESPECTIVO MÉTODO DE MEDIÇÃO,,saude_digital,136061,2012,UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP,IVSMB,Inst T&M   -  Instrumentaçäo de Teste e Mediçäo,saude_digital
0.5048243295047691,0.6509992929470514,0.2942017718347185,0.05263157894736842,1,1,0,1,4.0,PI1000482   ,2010,Universidade de São Paulo - USP,MÉTODO DE PREPARAÇÃO E USO DE NANOPARTÍCULAS DE ALFA HIDRÓXIDO DE NÍQUEL NA FORMA DE SOL E GEL,,geral,512014000676,2014,UNIVERSIDADE DE SÃO PAULO- USP,"""O USO DO AMBIENTE VIRTUAL DE APRENDIZAGEM NA EDUCAÇÃO DO CUIDADOR DE INDIVÍDUOS COM LESÃO MEDULAR""",APLICATIVO -  APLICATIVOS,educacao_tecnologica
0.5019979705146833,0.4121030185214753,0.4841142903907808,0.045454545454545456,0,0,1,1,2.0,PI1003750   ,2010,UNIVERSIDADE DE SÃO PAULO - USP,"MICRORGANISMOS RECOMBINANTES, MÉTODOS DE PREPARAÇÃO DE LINHAGENS VACINAIS, ANTÍGENOS, COMPOSIÇÕES VACINAIS VETORIZADAS, SEUS USOS, ANTICORPOS, KIT DE DIAGNÓSTICO E MÉTODOS DE TRATAMENTO E/OU PROFILAXIA",,saude_digital,092273,2008,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO UNESP,SISDTM - SISTEMA PARA DIAGNÓSTICO DAS DISFUNÇÕES TEMPOROMANDIBULARES (DTM),APLICATIVO -  APLICATIVOS,saude_digital
0.49524541248153503,0.603966135633073,0.3004302301322552,0.05263157894736842,1,1,0,1,6.0,PI0703180   ,2007,UNIVERSIDADE FEDERAL DE VIÇOSA,PROCESSO PARA INDUÇÃO DA GERMINAÇÃO E PRODUÇÃO DE SEMENTES PRÉ-GERMINADAS DE MACAÚBA (Acrocomia aculeata (Jacq.) Lodd. ex. Mart),,agricultura_inteligente,512013000169,2013,UNIVERSIDADE FEDERAL DE VIÇOSA,REGULAÇÃO DA PRODUÇÃO FLORESTAL - RPF,Pesq Operac  -  Pesquisa Operacional,geral
0.4768454370843929,0.7312353730904478,0.29282295977112804,0.045454545454545456,1,1,1,0,1.0,PI0705152   ,2007,Universidade Federal de Minas Gerais,MEDIÇÃO DO TEMPERAMENTO ANIMAL,,saude_digital,076243,2006,UNIVERSIDADE FEDERAL DE MINAS GERAIS,GERIÁTRICO,Aplc Tcn Ct  -  Aplicaçöes Técnico-Científicas Aval Desemp  -  Avaliaçäo de Desempenho Gerenc Info  -  Gerenciador de Informaçöes Inst Biomd -  Instrumentaçäo Biomédica Inst T&M   -  Instrumentaçäo de Teste e Mediçäo,saude_digital
0.4753197707553099,0.7372140813089932,0.15828400933927333,0.058823529411764705,1,1,0,1,6.0,PI1000747   ,2010,Universidade Federal do Ceará,PROCEDIMENTOS DE PREPARAÇÃO DE ADITIVOS ORGANOFOSFORADOS OBTIDOS DA MODIFICAÇÃO QUÍMICA DO 5-n-PENTADECILRESORCINOL PARA APLICAÇÃO NOS SETORES INDUSTRIAIS,,geral,512016000868,2016,UNIVERSIDADE FEDERAL DO CEARA,CINÉTICA QUÍMICA - SOFTWARE EDUCACIONAL,APLICATIVO -  APLICATIVOS,educacao_tecnologica
0.4546937953088693,0.37791448257950366,0.40393338481281504,0.05,1,1,0,1,10.0,PI1002363   ,2010,Fundação Universidade de Brasília,"PROCESSO PARA A APLICAÇÃO DA TÉCNICA DE ADIÇÃO DE FIBRAS NATURAIS RENOVÁVEIS NA MELHORIA DE SOLOS, MISTURAS BETUMINOSAS E ARGAMASSAS E CONCRETOS DE CIMENTO PORTLAND",,agricultura_inteligente,512020001713,2020,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,CORATICUM - Aplicação para Rastreamento da Interação Social,APLICATIVO -  APLICATIVOS,geral
0.4489939690944699,0.3460162199431084,0.3123556469912063,0.058823529411764705,0,0,1,1,10.0,PI0300940   ,2003,Universidade de São Paulo - USP,MÉTODO PARA OBTENÇÃO DE LINHAGENS DE CÉLULAS EUCARIÓTICAS SUBMETIDAS AO TRATAMENTO COM RNA HETERÓLOGO PARA PRODUÇÃO DE GLICOSE OXIDASE E LINHAGEM DE CÉLULAS EUCARIÓTICAS SUBMETIDAS AO TRATAMENTO COM RNA HETERÓLOGO,,industria_4_0,512013001396,2013,FACULDADE DE TECNOLOGIA DE JUNDIAÍ - CENTRO PAULA SOUZA,SISCOPAC - SISTEMA DE CONTROLE DE PRODUÇÃO DE APARELHOS CELULARES,Controle   -  Controle Planejament  -  Planejamento,industria_4_0
0.44313612001939867,0.43775157844148316,0.20491209555884748,0.05555555555555555,0,0,1,1,8.0,PI0504056   ,2005,Universidade Estadual de Campinas - UNICAMP,"ALIMENTO FUNCIONAL, COMPOSIÇÃO PROBIÓTICA, COMPOSIÇÃO ALIMENTÍCIA E PROCESSO DE PRODUÇÃO DE ALIMENTO FUNCIONAL FERMENTADO A BASE DE SOJA, CONTENDO AGENTES PROBIÓTICOS E PREBIÓTICOS",,industria_4_0,512013001396,2013,FACULDADE DE TECNOLOGIA DE JUNDIAÍ - CENTRO PAULA SOUZA,SISCOPAC - SISTEMA DE CONTROLE DE PRODUÇÃO DE APARELHOS CELULARES,Controle   -  Controle Planejament  -  Planejamento,industria_4_0
0.43866216413780884,0.7514941565386204,0.13038963008745208,0.029411764705882353,1,1,0,1,9.0,MU9001240   ,2010,UNIVERSIDADE DE SÃO PAULO - USP,APERFEIÇOAMENTO INTRODUZIDO EM DISPOSITIVO PROVIDO DE ESCALA MILIMÉTRICA PARA MEDIÇÕES FACIAIS E TRATAMENTO REABILITADOR COM PRÓTESE OCULAR,,saude_digital,512019002369,2019,UNIVERSIDADE DE SÃO PAULO - USP,MODELO DE AVALIAÇÃO ECONÔMICA DE TECNOLOGIAS DE TRATAMENTO DE ÁGUA POR FILTRAÇÃO DIRETA,Aplc Tcn Ct  -  Aplicaçöes Técnico-Científicas Contabiliz -  Contabiliz Interf E&S -  Interface de Entrada e Saída Planejament  -  Planejamento Planil Elet  -  Planilhas Eletrônicas,educacao_tecnologica
0.43755296860057963,0.6940534763372417,0.279915289267591,0.08333333333333333,1,1,0,0,1.0,PI0200365   ,2002,Universidade Estadual de Campinas - Unicamp,ESPECTROMETRIA DE MASSAS POR INTRODUÇÃO VIA FIBRA,,geral,038540,2001,UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP,SINALIZAÇÃO HORMONAL VIA AMPC,Simul & Mod  -  Simulaçäo e Modelagem,geral
0.43649346794980787,0.5334709465281401,0.20490389186134406,0.043478260869565216,1,1,0,1,7.0,PI0700860   ,2007,Universidade de São Paulo - USP,"Forma farmacêutica na forma de uma microesfera de PSS recoberta com DODAB e biomolécula com carga oposta à camada de DODAB, composição farmacêutica, medicamento, e uso da forma farmacêutica",,saude_digital,512014000676,2014,UNIVERSIDADE DE SÃO PAULO- USP,"""O USO DO AMBIENTE VIRTUAL DE APRENDIZAGEM NA EDUCAÇÃO DO CUIDADOR DE INDIVÍDUOS COM LESÃO MEDULAR""",APLICATIVO -  APLICATIVOS,educacao_tecnologica
0.4356903342315681,0.4636986340108097,0.2481271405847585,0.09090909090909091,0,0,0,1,0.0,MU8403422   ,2004,Universidade Estadual Paulista Júlio de Mesquita Filho,DISPOSIÇÃO CONSTRUTIVA INTRODUZIDA EM DOSÍMETRO PIROELÉTRICO PARA A FAIXA DE MAMOGRAFIA,,energia,057836,2004,UNIVERSIDADE FEDERAL DE SÃO PAULO,GERENCIADOR DE QUALIDADE EM MAMOGRAFIA,APLICATIVO -  APLICATIVOS,geral
0.43488265760767586,0.18201447492212755,0.8031435557601792,0.1,0,0,0,1,0.0,PI0404090   ,2004,UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP,PROCESSO PARA MEDIDA OBJETIVA DE QUALIDADE DE SINAIS DE ÁUDIO - MOQA,,geral,057836,2004,UNIVERSIDADE FEDERAL DE SÃO PAULO,GERENCIADOR DE QUALIDADE EM MAMOGRAFIA,APLICATIVO -  APLICATIVOS,geral
0.4347698796699623,0.24496274250328373,0.4307871062719444,0.125,0,0,0,1,5.0,PI0802370   ,2008,Universidade Estadual de Campinas - Unicamp,PROCESSO E EQUIPAMENTO DE PRODUÇÃO DE BIOCOMBUSTÍVEIS,,geral,512013001396,2013,FACULDADE DE TECNOLOGIA DE JUNDIAÍ - CENTRO PAULA SOUZA,SISCOPAC - SISTEMA DE CONTROLE DE PRODUÇÃO DE APARELHOS CELULARES,Controle   -  Controle Planejament  -  Planejamento,industria_4_0
0.4314057985270986,0.16562941798082648,0.7379025314877091,0.11764705882352941,0,0,0,1,7.0,MU8801510   ,2008,"Serviço Nacional de Aprendizagem Industrial - Senai, Departamento Regional de São Paulo","DISPOSITIVO PARA PROPORCIONAR INDEPENDÊNCIA RELACIONADA COM A ENTRADA E SAÍDA DE VEÍCULOS AUTOMOTORES, APLICADO PARA MOTORISTAS PORTADORES DA NECESSIDADE ESPECIAL PARAPLEGIA",,geral,512015001189,2015,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,CDMR FREQUENCY,Interf E&S -  Interface de Entrada e Saída,geral
0.4251391960420089,0.2281656392204888,0.5492272700903683,0.1,0,0,0,1,5.0,PI0803283   ,2008,Universidade Estadual de Maringá,SENSOR ELETRÔNICO PARA DETERMINAÇÃO DO TEOR DE ÁLCOOIS EM HIDROCARBONETOS,,industria_4_0,512013000486,2013,UNIVERSIDADE ESTADUAL DE LONDRINA,PRONTUÁRIO ELETRÔNICO ODONTOLÓGICO,APLICATIVO -  APLICATIVOS,geral
0.42463785059480263,0.26303263602216137,0.5657686161014529,0.07692307692307693,0,0,0,1,5.0,PI0806141   ,2008,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",LEVEDURA GENETICAMENTE CONSTRUÍDA PARA A PRODUÇÃO DE ETANOL COMBUSTÍVEL EM CONDIÇÕES DE ESTRESSE,,energia,512013001396,2013,FACULDADE DE TECNOLOGIA DE JUNDIAÍ - CENTRO PAULA SOUZA,SISCOPAC - SISTEMA DE CONTROLE DE PRODUÇÃO DE APARELHOS CELULARES,Controle   -  Controle Planejament  -  Planejamento,industria_4_0
0.42224000109354975,0.19817622140020572,0.48993718084923676,0.125,0,0,0,1,10.0,PI1002828   ,2010,Universidade Federal do Paraná - UFPR,DISPOSITIVO CIRÚRGICO FACOFRAGMENTADOR MANUAL,,geral,512020000020,2020,UNIVERSIDADE FEDERAL DO PARANA,AVALIA TIS - PACIENTE CIRÚRGICO,APLICATIVO -  APLICATIVOS,saude_digital
0.4209698358420348,0.20313824253701784,0.41203344918672324,0.09090909090909091,1,1,0,1,10.0,PI1001279   ,2010,Fundação Universidade de Brasília,PROCESSO PARA A APLICAÇÃO DE TÉCNICA DE BIOMINERALIZAÇÃO NA MELHORIA DE SOLOS,,agricultura_inteligente,512020001713,2020,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,CORATICUM - Aplicação para Rastreamento da Interação Social,APLICATIVO -  APLICATIVOS,geral
0.42022781813782195,0.8882192877785838,0.0022248636651591713,0.0,1,1,1,1,5.0,PI0903935   ,2009,UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP,SISTEMA DE SÍNTESE DE ANIMAÇÃO FACIAL POR COMPUTADOR BASEADA NA MANIPULAÇÃO DE IMAGENS,,educacao_tecnologica,512014001411,2014,UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP,FLEXMONITORWS,Adm Dispost  -  Administrador de Dispositivos Aval Desemp  -  Avaliaçäo de Desempenho Ferrm Apoio  -  Ferramenta de Apoio Man Intg Dd  -  Manutençäo da Integridade dos Dados Monitor TP -  Monitores de Teleprocessamento,educacao_tecnologica
0.41927751959919435,0.4019740621530402,0.2241796083955414,0.1,0,0,0,1,7.0,PI0605464   ,2006,Universidade Estadual de Campinas - UNICAMP,MÉTODO PARA PREDIÇÃO DE DERIVADOS DE PETRÓLEO E PRODUÇÃO DE SEUS DERIVADOS,,geral,512013001396,2013,FACULDADE DE TECNOLOGIA DE JUNDIAÍ - CENTRO PAULA SOUZA,SISCOPAC - SISTEMA DE CONTROLE DE PRODUÇÃO DE APARELHOS CELULARES,Controle   -  Controle Planejament  -  Planejamento,industria_4_0
0.4188907591259854,0.43191397130289244,0.29529320531560976,0.06666666666666667,0,0,0,1,2.0,PI1101952   ,2011,UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP,PROCESSO DE OBTENÇÃO DE ATORVASTATINA CÁLCICA UTILIZANDO NOVOS INTERMEDIÁRIOS E ATORVASTATINA ASSIM OBTIDA,,geral,512013001397,2013,FACULDADE DE TECNOLOGIA DE JUNDIAÍ - CENTRO PAULA SOUZA,SISTEMA DE CONTROLE DE ACESSO UTILIZANDO PLATAFORMA ARDUINO,Interf E&S -  Interface de Entrada e Saída,industria_4_0
0.4174333478847708,0.14574183183093478,0.7379025314877091,0.11764705882352941,0,0,0,1,10.0,MU8801510   ,2008,"Serviço Nacional de Aprendizagem Industrial - Senai, Departamento Regional de São Paulo","DISPOSITIVO PARA PROPORCIONAR INDEPENDÊNCIA RELACIONADA COM A ENTRADA E SAÍDA DE VEÍCULOS AUTOMOTORES, APLICADO PARA MOTORISTAS PORTADORES DA NECESSIDADE ESPECIAL PARAPLEGIA",,geral,512018001208,2018,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC- UFABC,CDMR FREQUENCY 2.0,Interf E&S -  Interface de Entrada e Saída,geral
0.4150186503271512,0.7956631506395792,0.17938110934726736,0.08,1,1,0,0,2.0,PI0904913   ,2009,Universidade Federal de Lavras,SISTEMA PARA ANÁLISE DE VIABILIDADE DE SÊMEN DE VERTEBRADOS POR MEIO DE PROCESSAMENTO DE IMAGENS,,geral,122550,2011,UNIVERSIDADE FEDERAL DE LAVRAS,ANÁLISE GEO DE VAZÃO DE OUTORGA,Aplc Tcn Ct  -  Aplicaçöes Técnico-Científicas Gerad Gráfc  -  Geradores de Gráficos Proc Imagem  -  Processamento de Imagem Sist Especl  -  Sistemas Especialistas,geral
0.4124072830433415,0.26435949695482824,0.46436594442453094,0.08333333333333333,0,0,0,1,5.0,PI0804889   ,2008,UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP,PROCESSO DE PRODUÇÃO DE CONJUGADOS DE INTERFERON COM ÓXIDOS DE POLIALQUILENOS E SEUS USOS,,geral,512013001396,2013,FACULDADE DE TECNOLOGIA DE JUNDIAÍ - CENTRO PAULA SOUZA,SISCOPAC - SISTEMA DE CONTROLE DE PRODUÇÃO DE APARELHOS CELULARES,Controle   -  Controle Planejament  -  Planejamento,industria_4_0
0.40571338517923583,0.5659186871098856,0.21767780788956925,0.04,0,0,0,1,1.0,PI0602094   ,2006,Universidade Estadual de Campinas - UNICAMP,COMPOSIÇÃO MEDICAMENTOSA A BASE DE CASEARIA SYLVESTRIS E USO DE COMPOSIÇÃO MEDICAMENTOSA A BASE DE CASEARIA SYLVESTRIS,,saude_digital,083984,2007,UNIVERSIDADE DE SÃO PAULO,VOCABULÁRIO CONTROLADO USP: BASE DE DADOS DE DESCRITORES EM LÍNGUA PORTUGUESA PARA INDEXAÇÃO E RECUPERAÇÃO DA INFORMAÇÃO,APLICATIVO -  APLICATIVOS Dicion Dad -  Dicionário de Dados Gerenc Info  -  Gerenciador de Informaçöes,geral
0.4049057127324316,0.24656289016158847,0.4312767345337607,0.09090909090909091,0,0,0,1,5.0,PI1003905   ,2010,Universidade Federal da Bahia,MÉTODO PARA MONITORAR DEGRADAÇÃO ESTRUTURAL E FALHAS EM MATERIAIS E DISPOSITIVO SENSOR,,industria_4_0,512015001183,2015,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",CONCRETRAÇO - DOSAGEM DE CONCRETO ESTRUTURAL,APLICATIVO -  APLICATIVOS,geral
0.4045837304641984,0.34168643100200047,0.39583785362495183,0.05555555555555555,0,0,0,1,4.0,PI0803635   ,2008,Universidade Federal do Ceará - UFC,SISTEMA PARA TRANSPORTE DE GÁS NATURAL ADSORVIDO E MÉTODOS DE OPERAÇÃO DE ARMAZENAMENTO,,geral,130674,2012,"INSTITUTO FEDERAL DE EDUCAÇÃO , CIÊNCIA E TECNOLOGIA DO CEARÁ - IFCE",CONSULTOR VIRTUAL DE COMPRAS,Atm Comerc -  Automaçäo Comercial Conv Arq   -  Conversor Meios de Armazenamento,industria_4_0
0.4039695329266787,0.5966329396778737,0.16469085912087478,0.05263157894736842,0,0,0,1,9.0,PI0401502   ,2004,Universidade Federal do Rio de Janeiro - UFRJ,"COMPÓSITOS DE PET E CARGAS LIGNINOCELULÓSICAS, PROCESSOS PARA SUA PREPARAÇÃO E OBJETO MOLDADO CONTENDO TAL COMPÓSITO",,geral,512013001024,2013,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,SIBIC - SISTEMA INDIVIDUAL DE BOLSAS DE INICIAÇÃO CIENTÍFICA,Contr Proc -  Controle de Processos,industria_4_0
0.4017487558176475,0.8685612204428208,0.07296375825838353,0.0,1,1,0,1,6.0,PI0903122   ,2009,Universidade Federal da Paraiba,APARELHO PARA AFERIR A CAPACIDADE VISUAL DE ANIMAIS DE LABORATÓRIO EM CONDIÇÕES DIVERSAS,,cidades_inteligentes,512015000682,2015,UNIVERSIDADE FEDERAL DA PARAÍBA,RASTREIO DE CÂNCER DE BOCA,APLICATIVO -  APLICATIVOS,geral
0.40102596332697643,0.8808278256475373,0.06851282250658042,0.0,1,1,0,1,7.0,PI0700830   ,2007,Universidade Estadual de Maringá,PROCESSO DE OBTENÇÃO E ARMAZENAMENTO DE FARINHA DE MIÚDOS DE FRANGO,,geral,512014001544,2014,UNIVERSIDADE ESTADUAL DE MARINGÁ,"GESCOMP-GESTÃO ESTRATÉGICA DE COMPRAS,ORÇAMENTO,MATERIAL E PATRIMÔNIO",APLICATIVO -  APLICATIVOS,geral
0.4009381892520999,0.5309915556270909,0.2141628911265987,0.045454545454545456,0,0,0,1,7.0,PI0601585   ,2006,Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA,"MÉTODO DE BIOCONTROLE DE INSETOS DAS ORDENS COLEOPTERA E LEPDOPTERA, BACULOVÍRUS RECOMBINANTE, POLIPEPTÍDEO CODIFICADO PELO BACULOVÍRUS, CONSTRUCTO DE DNA E PLANTA TRANSGÊNICA COM ATIVIDADE BIOINSETICIDA",,agricultura_inteligente,512013000724,2013,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,PROGRAMA DE AQUISIÇÃO DE DADOS PELO MÉTODO RANKINE MODIFICADO,Instrument -  Instrumentaçäo,geral
0.40075691355382137,0.8035739823195096,0.1089466625575638,0.03333333333333333,1,1,1,0,10.0,PI0602414   ,2006,Universidade Estadual de Campinas - UNICAMP,MANÔMETRO DE PEQUENA ESCALA PARA AVALIAÇÃO DE INDICADORES DO TÔNUS MUSCULAR DE RECÉM-NASCIDOS,,educacao_tecnologica,512016000902,2016,UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP,STOCKMOS - STOCK MARKET OPERATION SYSTEM,APLICATIVO -  APLICATIVOS Aval Desemp  -  Avaliaçäo de Desempenho Ferrm Apoio  -  Ferramenta de Apoio Gerenc Info  -  Gerenciador de Informaçöes Intlg Artf -  Inteligência Artificial,educacao_tecnologica
